NAME,DP05_0071PE,DP05_0077PE,DP05_0078PE,DP05_0079PE,DP05_0080PE,DP05_0081PE,DP05_0082PE,DP05_0083PE,DP05_0002PE,DP05_0003PE,DP05_0005PE,DP05_0006PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0017PE
ZCTA5 48104,4.1,75.1,4.6,0.1,12.4,0.1,0.2,3.4,50.4,49.6,2.5,2.6,2.2,11.8,37.7,15.6,6.6,5.6,3.5,3.3,5.4,2.4,0.7
ZCTA5 48105,4.4,55.3,6.2,0.2,30.7,0.0,0.5,2.7,51.3,48.7,3.7,3.8,4.6,7.7,18.7,17.4,10.2,10.2,4.2,5.1,7.4,4.9,2.1
ZCTA5 48108,5.5,60.9,13.9,0.0,14.6,0.1,0.4,4.7,49.2,50.8,5.5,4.8,6.0,6.3,8.7,16.7,12.3,14.0,6.1,6.8,8.0,3.3,1.5
ZCTA5 48109,7.5,60.7,7.0,0.1,21.3,0.0,0.0,3.5,44.6,55.4,0.0,0.0,0.0,80.8,15.1,2.1,0.1,0.1,0.0,0.0,1.2,0.5,0.1
ZCTA5 48111,3.3,68.7,22.4,0.0,1.0,0.0,0.1,4.5,48.7,51.3,5.7,5.3,5.3,6.2,6.5,13.9,12.5,15.3,8.4,6.2,10.0,3.5,1.3
ZCTA5 48114,2.3,95.1,1.3,0.2,0.4,0.0,0.0,0.6,50.3,49.7,5.4,5.2,5.9,7.5,5.8,10.0,11.0,15.7,7.6,7.5,10.8,5.6,2.1
ZCTA5 48116,3.2,94.0,0.4,0.1,1.2,0.0,0.0,0.9,49.3,50.7,3.8,5.4,6.3,6.3,5.7,10.4,11.0,15.6,8.0,9.1,11.0,5.0,2.5
ZCTA5 48117,2.4,93.7,2.1,0.3,0.2,0.0,0.5,0.8,53.0,47.0,5.5,5.4,5.1,7.2,4.8,9.7,11.8,15.5,9.0,7.2,11.9,5.3,1.7
ZCTA5 48118,1.8,94.4,1.0,0.1,0.9,0.0,0.0,1.8,48.6,51.4,4.6,5.3,5.8,8.0,4.3,8.0,11.4,13.8,7.8,7.9,11.3,7.4,4.5
ZCTA5 48120,1.5,75.5,8.7,0.1,8.0,0.0,0.9,5.2,49.8,50.2,10.6,7.8,7.1,8.9,9.8,15.3,12.0,7.1,3.6,3.6,6.4,4.2,3.6
ZCTA5 48122,23.8,55.9,15.0,0.2,1.6,0.0,0.0,3.4,50.8,49.2,9.2,7.6,8.3,8.3,6.6,13.9,12.9,12.3,5.2,5.8,6.6,2.6,0.5
ZCTA5 48124,4.9,86.9,4.4,0.1,1.3,0.0,0.2,2.3,48.6,51.4,5.7,6.0,6.5,5.4,5.6,14.0,12.0,13.8,7.4,7.4,9.3,4.3,2.6
ZCTA5 48125,7.4,81.9,6.9,0.5,0.9,0.0,0.1,2.3,51.1,48.9,8.1,6.0,6.1,4.6,6.1,14.5,13.0,15.3,5.1,6.6,6.8,6.1,1.7
ZCTA5 48126,1.5,90.2,1.7,0.3,2.5,0.0,0.2,3.7,49.9,50.1,8.5,9.0,10.7,9.8,10.0,13.3,11.6,11.1,4.0,2.8,5.1,2.7,1.4
ZCTA5 48127,2.8,84.4,8.1,0.1,2.1,0.3,0.3,2.0,48.0,52.0,6.0,7.5,7.2,7.1,7.0,13.2,9.6,11.6,7.4,6.5,8.5,5.4,3.0
ZCTA5 48128,5.4,91.2,1.8,0.0,0.7,0.0,0.1,0.8,50.7,49.3,6.6,5.5,8.8,7.5,4.7,13.5,12.5,12.6,7.9,6.6,8.4,3.0,2.5
ZCTA5 48130,3.6,91.1,0.8,0.2,2.0,0.0,0.2,2.3,50.3,49.7,6.2,6.7,8.8,7.0,3.3,7.5,14.1,14.1,8.6,7.3,10.8,4.6,1.1
ZCTA5 48131,0.9,96.7,0.8,0.2,0.4,0.0,0.0,1.0,49.6,50.4,3.3,4.2,8.3,7.2,4.8,13.3,13.8,15.4,6.3,8.0,7.1,6.3,1.9
ZCTA5 48133,3.8,91.1,2.1,0.0,0.0,0.0,0.0,3.0,49.1,50.9,3.4,4.9,9.4,6.1,4.9,9.1,15.0,12.0,9.9,7.8,10.1,5.3,2.0
ZCTA5 48134,8.8,81.5,6.6,0.2,1.4,0.0,0.0,1.5,50.1,49.9,5.8,6.2,7.6,7.8,4.7,10.0,14.6,12.6,8.2,7.6,10.9,2.7,1.3
ZCTA5 48135,3.9,88.4,3.4,0.3,1.7,0.0,0.0,2.2,50.5,49.5,6.0,5.3,4.9,5.8,6.5,13.3,12.6,15.0,7.6,7.5,9.3,4.2,2.1
ZCTA5 48137,1.8,95.0,0.7,0.1,0.3,0.0,0.0,2.1,52.9,47.1,4.0,5.9,8.5,6.5,3.9,9.6,11.0,16.5,7.3,7.7,11.3,6.4,1.4
ZCTA5 48138,2.0,94.0,0.6,0.0,2.5,0.0,0.0,0.7,49.4,50.6,4.6,4.2,5.7,7.5,2.2,4.6,9.2,14.9,11.1,9.9,15.7,7.9,2.5
ZCTA5 48139,0.0,64.4,20.7,0.0,0.0,0.0,0.0,14.8,34.1,65.9,0.0,0.0,7.4,14.8,13.3,0.0,0.0,0.0,5.9,0.0,27.4,31.1,0.0
ZCTA5 48140,1.0,98.9,0.1,0.0,0.0,0.0,0.0,0.0,51.0,49.0,4.1,3.7,10.6,7.8,3.2,11.3,12.4,18.1,7.2,6.8,9.5,3.3,2.0
ZCTA5 48141,3.6,17.1,73.3,1.1,0.5,0.0,1.2,3.1,48.7,51.3,9.1,9.4,8.9,5.3,6.1,16.4,10.7,11.3,5.5,5.4,7.0,3.7,1.3
ZCTA5 48143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 48144,1.5,93.4,1.2,0.1,0.5,0.0,0.0,3.4,49.7,50.3,7.0,6.4,5.1,5.3,4.8,9.5,11.2,14.1,10.4,5.9,12.6,5.9,1.9
ZCTA5 48145,5.2,93.5,0.1,0.1,0.2,0.0,0.0,0.7,51.5,48.5,4.6,6.8,6.3,6.4,4.3,6.9,15.6,16.6,5.7,7.4,11.6,5.7,2.2
ZCTA5 48146,21.6,66.4,8.2,0.5,0.5,0.0,0.1,2.6,48.5,51.5,6.6,7.4,7.2,6.4,6.1,14.9,13.1,13.4,8.2,4.6,7.8,2.5,1.7
ZCTA5 48150,4.0,87.7,3.9,0.1,2.2,0.0,0.0,2.1,48.6,51.4,6.4,5.3,4.8,5.1,5.6,15.2,12.2,14.7,7.6,6.6,9.2,5.0,2.5
ZCTA5 48152,2.0,85.8,5.3,0.2,4.7,0.0,0.0,1.9,47.8,52.2,4.5,4.7,6.2,4.7,5.2,11.9,10.1,13.8,8.9,8.9,11.7,6.9,2.6
ZCTA5 48154,1.9,89.5,3.8,0.1,2.6,0.0,0.0,2.0,49.1,50.9,4.4,4.4,5.4,6.0,6.1,11.6,9.6,14.2,7.9,9.4,11.0,6.9,3.2
ZCTA5 48157,3.5,93.3,0.0,0.0,0.0,0.0,0.7,2.5,48.6,51.4,6.3,3.6,8.3,4.6,4.3,9.0,9.4,9.2,9.9,11.1,18.3,4.6,1.3
ZCTA5 48158,3.3,94.0,1.2,0.5,0.3,0.0,0.0,0.7,51.4,48.6,3.0,3.2,7.7,5.5,6.2,7.5,11.1,16.9,8.8,9.8,11.4,6.6,2.2
ZCTA5 48159,5.9,90.6,1.7,0.0,0.8,0.0,0.0,1.0,50.4,49.6,5.7,8.3,7.5,5.5,4.1,9.9,13.4,14.5,8.9,10.2,7.9,3.4,0.8
ZCTA5 48160,6.6,82.2,8.0,0.2,0.5,0.0,0.3,2.2,53.1,46.9,5.0,6.6,6.8,6.1,4.4,11.3,15.0,16.4,6.6,6.8,9.7,3.3,2.0
ZCTA5 48161,2.9,89.3,3.5,0.6,0.6,0.0,0.4,2.7,48.5,51.5,6.2,6.6,5.9,6.2,5.4,13.2,12.0,13.2,6.9,7.1,10.3,4.8,2.2
ZCTA5 48162,4.3,89.5,3.7,0.3,0.3,0.0,0.0,1.9,47.6,52.4,5.7,4.5,6.1,6.2,7.4,10.5,11.8,13.0,8.7,7.2,10.6,5.6,2.6
ZCTA5 48164,2.1,94.1,1.2,0.3,0.9,0.0,0.0,1.4,50.4,49.6,4.8,5.4,6.3,7.5,5.2,8.8,11.7,16.1,10.5,7.0,9.9,4.8,1.9
ZCTA5 48165,2.5,92.9,1.3,0.1,1.8,0.0,0.2,1.2,49.3,50.7,6.6,6.2,9.4,6.6,4.4,15.8,13.0,11.9,6.8,5.6,7.8,4.1,1.7
ZCTA5 48166,3.9,90.0,3.4,0.3,0.4,0.0,0.0,2.0,49.8,50.2,4.9,7.3,8.8,6.7,8.1,12.8,13.1,13.7,7.6,5.3,9.0,1.7,1.0
ZCTA5 48167,4.3,75.8,6.1,0.5,11.3,0.0,0.1,2.1,48.3,51.7,5.3,5.6,6.8,6.9,5.0,11.6,12.6,15.8,8.3,7.1,9.4,3.8,1.8
ZCTA5 48168,1.9,77.1,2.3,0.0,15.5,0.0,0.0,3.2,48.7,51.3,4.1,6.5,9.3,8.1,3.1,6.4,12.2,17.9,6.5,6.5,10.5,7.2,1.6
ZCTA5 48169,1.3,96.4,0.4,0.1,1.0,0.0,0.0,0.8,49.9,50.1,4.3,4.5,5.6,7.6,5.3,8.9,11.4,16.3,9.7,8.0,11.5,5.7,1.0
ZCTA5 48170,2.5,90.8,1.4,0.1,3.6,0.0,0.0,1.6,48.8,51.2,4.8,5.1,5.7,4.4,4.5,11.1,12.0,13.8,9.4,7.6,11.8,6.9,2.8
ZCTA5 48173,4.8,89.7,2.3,0.0,1.3,0.0,0.0,1.9,49.9,50.1,5.7,4.8,7.2,6.8,4.7,11.6,11.5,18.3,8.1,5.5,10.0,4.4,1.4
ZCTA5 48174,2.6,59.5,32.4,0.1,2.1,0.0,0.2,3.1,48.2,51.8,7.9,7.5,5.7,6.8,6.2,13.3,11.9,13.9,7.2,6.4,8.5,3.9,0.8
ZCTA5 48176,4.2,84.7,1.8,0.3,4.6,0.0,0.7,3.7,50.4,49.6,4.6,6.8,8.4,7.3,6.3,8.0,13.7,14.5,7.3,6.5,9.6,4.3,2.9
ZCTA5 48177,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,41.0,9.2,11.8,0.0,9.6,0.0,15.7,4.4,42.4,3.5,0.0,0.0,3.5,0.0
ZCTA5 48178,3.4,91.2,0.5,0.1,2.3,0.0,0.0,2.3,48.0,52.0,6.0,7.1,7.4,7.1,4.3,9.4,13.7,15.0,7.7,7.2,9.5,4.2,1.4
ZCTA5 48179,8.6,86.2,2.4,0.8,1.4,0.0,0.0,0.7,48.2,51.8,2.9,3.6,7.7,7.4,5.9,11.2,14.0,15.8,8.1,9.6,8.3,4.3,1.2
ZCTA5 48180,5.4,71.2,18.9,0.3,1.5,0.0,0.1,2.5,49.2,50.8,6.6,5.9,5.8,5.6,7.1,15.1,11.2,14.2,7.0,6.6,8.3,4.6,1.9
ZCTA5 48182,4.8,92.0,0.8,0.1,1.2,0.0,0.0,1.1,47.6,52.4,4.7,5.5,6.7,7.0,5.9,12.4,8.8,14.8,8.2,7.3,10.6,5.7,2.4
ZCTA5 48183,5.4,85.0,5.0,0.1,2.6,0.0,0.1,1.9,47.8,52.2,4.7,5.8,5.8,6.0,4.9,11.4,12.0,14.3,8.3,7.3,11.9,5.6,2.1
ZCTA5 48184,3.8,73.9,17.9,0.2,0.8,0.0,0.4,3.0,44.8,55.2,5.6,6.1,8.1,6.0,6.2,13.3,13.3,13.1,7.1,7.5,8.2,3.9,1.6
ZCTA5 48185,3.9,70.7,17.0,0.2,6.1,0.0,0.2,1.9,45.7,54.3,6.8,5.6,4.2,4.6,6.4,15.4,11.4,13.4,7.4,6.7,9.7,5.3,3.1
ZCTA5 48186,4.5,72.7,17.6,0.2,2.5,0.0,0.1,2.4,47.8,52.2,6.6,6.2,5.6,5.6,6.1,14.8,12.6,13.9,7.4,7.0,8.4,4.4,1.5
ZCTA5 48187,2.1,69.9,7.8,0.1,16.5,0.0,0.5,3.2,49.7,50.3,5.6,6.5,7.3,6.8,5.8,11.7,13.2,15.5,6.2,6.1,9.9,3.7,1.7
ZCTA5 48188,3.6,60.1,10.8,0.3,22.0,0.0,0.4,2.7,49.5,50.5,5.3,7.0,7.7,6.7,5.0,12.1,14.6,16.5,6.6,5.9,8.4,3.1,1.1
ZCTA5 48189,2.7,93.1,0.8,0.2,0.7,0.0,0.3,2.3,49.7,50.3,5.2,5.7,4.6,5.4,5.7,12.9,10.9,15.6,9.7,7.1,11.0,5.1,1.1
ZCTA5 48190,0.0,89.4,10.6,0.0,0.0,0.0,0.0,0.0,41.2,58.8,0.0,0.0,0.0,0.0,0.0,32.3,0.0,27.9,29.2,10.6,0.0,0.0,0.0
ZCTA5 48191,3.1,84.0,3.7,0.0,0.2,0.0,0.0,9.1,47.3,52.7,5.7,4.2,8.4,6.7,5.8,9.1,11.5,12.7,11.8,6.9,11.2,5.2,0.7
ZCTA5 48192,4.7,92.5,0.9,0.1,0.6,0.0,0.0,1.2,47.6,52.4,6.0,5.5,5.4,4.8,4.3,14.3,12.7,13.9,8.4,8.3,8.7,5.5,2.1
ZCTA5 48193,5.2,83.4,6.1,0.1,4.0,0.0,0.2,1.1,46.2,53.8,4.0,6.3,5.7,7.0,6.6,10.7,10.9,13.3,6.5,6.3,13.0,6.5,3.3
ZCTA5 48195,8.4,79.2,6.1,0.4,4.0,0.0,0.0,2.0,47.7,52.3,5.6,4.4,5.2,3.7,6.8,15.9,10.1,12.8,7.2,8.7,11.5,6.1,2.0
ZCTA5 48197,6.2,59.4,24.5,0.2,5.0,0.0,0.3,4.3,49.1,50.9,6.1,4.9,4.9,9.7,14.3,17.3,12.8,11.1,5.0,4.6,6.3,2.2,1.0
ZCTA5 48198,6.0,50.4,36.1,0.1,2.0,0.1,0.2,5.1,47.4,52.6,6.8,6.5,7.4,6.3,8.7,14.9,12.8,12.0,6.3,5.6,7.9,3.3,1.4
ZCTA5 48201,1.8,26.6,58.0,0.1,9.6,0.1,0.7,3.0,47.0,53.0,5.5,4.8,3.7,4.0,14.8,26.2,9.7,7.2,4.3,6.6,9.3,2.5,1.5
ZCTA5 48202,2.7,23.9,65.3,0.7,4.7,0.0,0.2,2.5,51.5,48.5,3.3,4.1,2.7,11.8,11.2,15.3,11.7,11.3,7.4,8.7,7.2,3.7,1.7
ZCTA5 48203,2.0,6.3,90.0,0.1,0.2,0.1,0.1,1.2,48.6,51.4,6.3,5.6,6.6,6.5,8.4,12.8,10.7,12.2,7.9,6.3,9.6,5.3,1.8
ZCTA5 48204,3.1,2.6,91.9,1.2,0.2,0.0,0.0,1.1,45.6,54.4,8.1,6.9,7.9,7.1,6.5,10.9,12.2,12.9,6.2,5.8,7.9,4.7,2.9
ZCTA5 48205,0.2,3.5,94.6,0.2,0.7,0.1,0.1,0.6,47.0,53.0,9.1,7.1,6.6,5.3,7.5,24.9,13.0,10.1,5.0,4.0,5.1,1.8,0.5
ZCTA5 48206,1.1,5.7,90.0,0.3,1.1,0.0,0.0,1.8,45.4,54.6,6.4,5.0,4.7,7.4,9.7,11.9,11.1,14.8,6.8,6.6,8.8,3.8,2.9
ZCTA5 48207,0.8,17.3,77.4,0.3,2.2,0.0,0.1,1.9,43.6,56.4,5.5,4.3,3.8,3.6,6.5,17.9,9.9,11.5,7.6,8.2,12.2,6.4,2.6
ZCTA5 48208,5.2,16.5,74.7,0.2,1.1,0.0,0.3,2.0,50.2,49.8,6.2,4.7,6.1,5.1,9.6,18.5,9.2,12.3,7.2,7.4,8.2,3.0,2.6
ZCTA5 48209,69.4,18.8,9.6,0.6,0.1,0.0,0.5,1.0,49.2,50.8,9.9,9.8,8.9,9.1,7.5,12.5,13.9,11.3,5.5,4.1,4.2,2.2,1.2
ZCTA5 48210,56.5,24.0,16.1,0.2,0.0,0.0,0.4,2.8,50.9,49.1,8.4,11.3,9.8,9.2,7.4,13.7,13.7,9.4,5.1,4.3,4.5,2.2,0.9
ZCTA5 48211,0.9,38.9,51.3,0.2,1.9,0.0,2.9,3.8,53.5,46.5,6.6,7.7,6.9,8.7,8.5,15.2,14.8,11.8,4.4,6.4,4.7,3.2,1.0
ZCTA5 48212,1.3,40.4,23.1,0.2,30.3,0.2,0.6,3.9,51.7,48.3,8.5,8.5,7.8,8.6,9.0,16.2,11.8,11.5,5.4,3.6,6.2,2.0,0.8
ZCTA5 48213,0.7,2.4,96.3,0.2,0.1,0.0,0.0,0.2,49.6,50.4,6.1,6.4,5.2,6.9,8.0,13.0,12.3,12.0,7.7,5.8,9.1,5.1,2.3
ZCTA5 48214,1.6,16.8,79.5,0.2,0.4,0.0,0.2,1.3,46.0,54.0,6.4,5.2,4.0,4.1,5.9,15.6,11.0,12.0,7.6,8.8,11.7,5.2,2.4
ZCTA5 48215,1.5,9.1,87.8,0.0,0.3,0.0,0.0,1.4,49.6,50.4,7.6,7.4,5.5,4.9,4.9,11.3,11.4,13.2,8.8,7.6,10.9,3.8,2.6
ZCTA5 48216,27.6,28.7,41.2,0.0,1.2,0.0,0.0,1.4,51.3,48.7,6.0,3.7,5.3,6.2,7.1,17.2,12.7,14.1,8.4,5.2,6.4,4.9,2.8
ZCTA5 48217,14.4,4.5,79.9,0.0,0.0,0.0,0.2,1.0,45.5,54.5,4.0,4.5,4.4,7.5,6.5,12.2,11.3,11.5,10.6,9.6,7.2,5.1,5.5
ZCTA5 48218,17.8,32.4,48.9,0.4,0.0,0.0,0.0,0.5,48.9,51.1,4.3,8.9,7.9,6.0,6.2,17.6,8.0,12.8,6.7,9.2,7.8,3.7,0.9
ZCTA5 48219,1.3,5.9,90.8,0.4,0.4,0.0,0.0,1.2,45.1,54.9,6.7,6.1,6.4,7.0,7.2,12.2,12.8,12.6,6.3,6.7,10.3,4.2,1.6
ZCTA5 48220,2.4,77.0,14.5,0.8,1.1,0.0,0.3,3.8,50.1,49.9,5.2,2.1,3.1,2.9,7.2,29.5,14.6,13.3,5.8,5.6,6.5,3.1,1.2
ZCTA5 48221,0.9,6.6,89.3,0.2,0.8,0.0,0.3,1.8,45.3,54.7,5.1,5.6,7.2,7.5,7.4,12.8,12.1,12.6,6.9,5.8,8.8,5.5,2.7
ZCTA5 48223,1.2,7.4,87.9,0.6,0.4,0.0,0.3,2.2,47.1,52.9,6.6,6.7,8.0,8.2,6.2,14.6,12.8,11.7,5.8,5.0,10.6,3.0,0.7
ZCTA5 48224,1.2,8.4,88.0,0.4,0.2,0.0,0.0,1.7,47.3,52.7,7.7,8.0,8.8,7.3,7.5,14.1,11.6,12.6,6.5,6.1,6.2,2.4,1.3
ZCTA5 48225,0.8,31.3,61.0,0.3,2.2,0.0,0.0,4.5,45.5,54.5,5.3,5.6,9.0,7.8,6.1,15.2,10.5,12.8,8.7,5.1,7.8,3.7,2.3
ZCTA5 48226,5.2,46.0,36.4,0.8,9.7,0.0,0.1,1.8,58.2,41.8,1.5,0.3,0.3,1.8,14.8,38.1,11.5,11.1,4.1,5.0,8.2,2.8,0.5
ZCTA5 48227,0.5,1.4,96.3,0.3,0.0,0.0,0.1,1.4,46.1,53.9,7.6,7.7,7.2,6.8,7.0,13.1,10.7,12.8,6.4,5.6,9.3,4.2,1.6
ZCTA5 48228,6.0,15.7,75.2,0.4,0.0,0.0,0.8,1.9,48.8,51.2,10.0,8.8,7.9,6.3,6.9,16.6,10.5,12.4,5.7,4.3,6.9,2.5,1.2
ZCTA5 48229,18.7,31.4,40.9,1.0,0.0,1.1,0.0,6.9,44.4,55.6,7.5,6.8,6.5,4.6,6.6,11.9,9.8,14.5,6.3,4.5,10.8,7.0,3.4
ZCTA5 48230,1.6,86.7,6.6,0.1,1.8,0.0,0.3,2.9,49.4,50.6,5.4,5.0,7.1,7.7,3.8,9.3,12.2,15.3,8.3,8.0,10.9,4.9,2.1
ZCTA5 48233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 48234,1.0,3.2,93.7,0.0,0.2,0.0,0.5,1.3,47.3,52.7,7.6,6.8,6.5,6.9,7.9,14.9,11.7,13.1,5.9,6.0,7.0,3.5,2.3
ZCTA5 48235,1.1,1.6,95.7,0.3,0.2,0.0,0.4,0.7,45.4,54.6,7.0,6.4,6.1,6.3,6.4,14.2,11.6,11.4,6.3,6.6,8.9,6.4,2.5
ZCTA5 48236,2.2,85.1,9.2,0.0,2.0,0.0,0.1,1.4,48.2,51.8,5.8,7.0,7.3,5.0,4.3,9.5,11.3,12.3,8.1,8.5,12.0,5.7,3.2
ZCTA5 48237,2.0,36.6,55.5,0.1,1.6,0.0,0.0,4.1,45.6,54.4,5.4,6.0,5.6,5.8,8.5,14.3,12.7,11.3,6.8,7.7,10.1,4.0,1.6
ZCTA5 48238,0.5,1.7,96.1,0.2,0.4,0.0,0.0,1.2,47.8,52.2,5.7,6.6,7.3,6.8,7.6,12.1,11.0,13.5,7.3,6.9,7.4,5.1,2.6
ZCTA5 48239,3.8,43.9,49.4,0.3,0.4,0.0,0.2,1.9,46.6,53.4,7.4,5.8,6.2,7.8,7.5,12.3,12.7,15.8,6.4,5.8,7.6,2.8,2.0
ZCTA5 48240,3.1,54.4,38.4,0.7,0.4,0.0,0.4,2.7,49.4,50.6,5.7,7.9,4.4,4.2,4.0,17.0,14.3,15.4,7.3,7.7,6.9,3.3,1.9
ZCTA5 48242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 48243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 48301,2.4,83.5,5.6,0.1,5.4,0.0,0.1,2.9,49.2,50.8,6.0,5.8,8.1,7.1,3.5,7.3,10.5,16.1,7.4,6.5,11.5,6.5,3.6
ZCTA5 48302,3.5,74.2,7.6,0.4,10.6,0.0,0.7,3.0,50.1,49.9,5.0,6.3,8.1,6.2,2.6,7.2,10.8,14.2,7.0,7.3,14.7,7.5,3.2
ZCTA5 48304,2.6,79.9,7.3,0.3,7.5,0.0,0.1,2.4,48.4,51.6,3.0,4.8,6.6,6.4,4.3,5.9,10.0,13.1,8.5,8.2,16.1,8.9,4.1
ZCTA5 48306,3.8,83.0,2.7,0.1,8.5,0.0,0.0,1.9,49.4,50.6,4.0,6.8,9.4,7.9,4.3,6.6,11.9,16.7,8.5,7.2,11.2,4.3,1.2
ZCTA5 48307,5.4,76.4,4.4,0.1,11.9,0.0,0.1,1.7,47.8,52.2,4.7,6.9,5.9,6.4,5.7,13.7,15.0,14.4,6.9,5.4,8.0,4.6,2.5
ZCTA5 48309,4.3,78.8,3.8,0.2,10.7,0.0,0.1,2.1,48.5,51.5,4.4,6.1,5.5,9.5,6.7,9.0,11.8,13.2,6.1,7.3,11.3,6.2,3.0
ZCTA5 48310,1.4,78.7,5.2,0.4,11.3,0.0,0.2,2.9,49.7,50.3,6.2,5.7,5.3,5.4,7.0,15.7,11.0,12.9,6.8,6.6,10.6,4.8,1.9
ZCTA5 48312,2.4,77.3,8.4,0.1,8.6,0.0,0.9,2.4,48.1,51.9,6.0,6.3,5.4,5.4,6.4,13.7,12.4,13.6,7.4,5.7,9.6,6.2,1.9
ZCTA5 48313,2.9,89.0,5.2,0.3,1.8,0.0,0.0,0.8,49.6,50.4,5.4,5.3,5.9,5.8,6.5,13.4,12.0,13.5,7.6,6.4,10.7,4.6,2.7
ZCTA5 48314,2.8,83.5,4.0,0.1,8.0,0.0,0.0,1.6,48.0,52.0,5.1,4.8,5.0,4.6,7.4,13.7,11.1,13.1,7.7,7.3,10.5,5.7,4.0
ZCTA5 48315,2.1,89.6,2.5,0.0,3.7,0.0,0.1,2.1,46.6,53.4,3.5,5.8,6.5,6.4,4.8,7.0,10.5,15.0,7.7,7.9,13.6,7.4,4.0
ZCTA5 48316,1.9,92.2,1.0,0.1,2.8,0.0,0.1,1.9,48.5,51.5,4.4,5.8,7.3,6.3,5.3,10.4,11.9,15.4,8.1,6.0,11.1,6.1,2.0
ZCTA5 48317,3.4,82.5,3.6,0.1,7.8,0.2,0.1,2.2,48.6,51.4,5.7,5.5,6.0,5.3,7.5,18.2,12.5,12.4,7.9,5.4,8.6,4.1,1.0
ZCTA5 48320,6.2,88.0,3.7,0.1,1.5,0.0,0.0,0.5,50.5,49.5,7.2,4.1,4.9,3.2,6.1,15.2,15.2,12.6,9.8,8.8,7.2,3.9,2.0
ZCTA5 48322,1.0,65.4,18.4,0.4,11.6,0.0,0.2,3.1,48.2,51.8,5.1,5.5,5.1,6.1,6.2,9.3,11.3,12.8,7.1,7.7,11.3,7.3,5.3
ZCTA5 48323,1.7,79.9,10.4,0.1,6.6,0.0,0.2,1.1,49.4,50.6,4.9,5.5,7.4,6.0,4.4,8.3,10.1,13.4,8.0,8.7,13.4,7.3,2.5
ZCTA5 48324,2.8,83.9,3.8,0.1,6.4,0.0,0.1,2.9,49.8,50.2,6.7,4.3,6.3,8.0,4.3,8.6,11.2,16.9,9.0,7.3,10.2,5.9,1.3
ZCTA5 48326,5.8,55.6,16.3,0.3,18.2,0.2,0.2,3.6,52.6,47.4,4.2,4.0,4.9,4.6,11.8,22.2,13.4,11.6,5.6,5.1,8.0,3.5,1.0
ZCTA5 48327,4.8,86.5,4.7,0.3,1.4,0.0,0.0,2.3,48.1,51.9,5.3,4.3,4.6,6.4,7.9,14.7,12.5,14.6,8.6,6.6,8.9,3.7,1.9
ZCTA5 48328,11.6,74.1,7.5,0.5,2.8,0.1,0.1,3.3,50.8,49.2,5.3,4.4,7.0,6.4,7.5,13.6,12.2,13.7,8.4,6.8,8.4,3.6,2.7
ZCTA5 48329,4.2,87.3,3.4,0.7,1.5,0.0,0.1,2.7,48.3,51.7,6.0,4.3,5.2,5.4,4.9,12.6,10.7,15.7,9.2,7.4,10.6,5.5,2.3
ZCTA5 48331,1.3,69.4,16.0,0.0,11.3,0.0,0.1,1.8,47.3,52.7,4.0,5.5,7.5,5.0,4.1,11.4,11.2,14.5,7.0,8.2,13.4,5.8,2.3
ZCTA5 48334,2.2,59.7,22.9,1.0,12.1,0.1,0.0,2.0,46.8,53.2,5.8,3.8,4.3,5.3,4.2,14.6,10.6,12.8,7.8,7.0,12.1,8.0,3.7
ZCTA5 48335,3.1,46.5,16.9,0.0,29.0,0.2,0.9,3.3,51.6,48.4,5.3,3.8,3.6,3.8,6.9,21.9,13.9,13.1,4.9,6.2,9.3,4.4,2.8
ZCTA5 48336,2.2,69.7,19.8,0.3,5.4,0.0,0.3,2.3,47.6,52.4,5.3,5.8,7.0,5.6,5.8,11.8,12.2,16.2,6.7,7.1,9.8,4.1,2.6
ZCTA5 48340,29.1,28.2,33.8,0.4,2.7,0.1,0.1,5.5,48.8,51.2,8.8,8.3,7.4,6.6,8.5,16.4,12.3,13.8,5.3,4.4,4.9,2.3,1.1
ZCTA5 48341,8.0,24.0,59.8,0.7,1.4,0.0,0.0,6.2,50.0,50.0,7.2,6.5,4.8,5.9,9.1,15.5,12.9,13.2,5.7,6.6,7.9,3.4,1.2
ZCTA5 48342,15.2,16.2,64.6,0.2,0.9,0.0,0.0,3.0,45.5,54.5,11.0,8.3,5.7,6.6,8.9,15.0,10.9,13.6,5.3,4.9,5.2,2.9,1.8
ZCTA5 48346,4.4,86.7,5.1,0.0,1.9,0.0,0.0,1.8,46.6,53.4,5.1,5.6,6.1,7.1,7.6,11.7,11.4,15.7,7.3,6.3,9.5,4.7,1.8
