ZIP_CODE,PO_NAME,STATE,ZIP_TYPE,ZCTA,zip_join_type
33704,Saint Petersburg,FL,Zip Code Area,33704,Zip matches ZCTA
33705,Saint Petersburg,FL,Zip Code Area,33705,Zip matches ZCTA
33706,Saint Petersburg,FL,Zip Code Area,33706,Zip matches ZCTA
33707,Saint Petersburg,FL,Zip Code Area,33707,Zip matches ZCTA
33708,Saint Petersburg,FL,Zip Code Area,33708,Zip matches ZCTA
33709,Saint Petersburg,FL,Zip Code Area,33709,Zip matches ZCTA
33710,Saint Petersburg,FL,Zip Code Area,33710,Zip matches ZCTA
33711,Saint Petersburg,FL,Zip Code Area,33711,Zip matches ZCTA
33712,Saint Petersburg,FL,Zip Code Area,33712,Zip matches ZCTA
33713,Saint Petersburg,FL,Zip Code Area,33713,Zip matches ZCTA
33714,Saint Petersburg,FL,Zip Code Area,33714,Zip matches ZCTA
33715,Saint Petersburg,FL,Zip Code Area,33715,Zip matches ZCTA
33716,Saint Petersburg,FL,Zip Code Area,33716,Zip matches ZCTA
33729,Saint Petersburg,FL,Post Office or large volume customer,33716,Spatial join to ZCTA
33730,Saint Petersburg,FL,Post Office or large volume customer,33713,Spatial join to ZCTA
33731,Saint Petersburg,FL,Post Office or large volume customer,33701,Spatial join to ZCTA
33732,Saint Petersburg,FL,Post Office or large volume customer,33702,Spatial join to ZCTA
33733,Saint Petersburg,FL,Post Office or large volume customer,33713,Spatial join to ZCTA
33734,Saint Petersburg,FL,Post Office or large volume customer,33704,Spatial join to ZCTA
33736,Saint Petersburg,FL,Post Office or large volume customer,33706,Spatial join to ZCTA
33738,Saint Petersburg,FL,Post Office or large volume customer,33708,Spatial join to ZCTA
33740,Saint Petersburg,FL,Post Office or large volume customer,33706,Spatial join to ZCTA
33741,Saint Petersburg,FL,Post Office or large volume customer,33706,Spatial join to ZCTA
33742,Saint Petersburg,FL,Post Office or large volume customer,33716,Spatial join to ZCTA
33743,Saint Petersburg,FL,Post Office or large volume customer,33710,Spatial join to ZCTA
33744,Bay Pines,FL,Post Office or large volume customer,33744,Zip matches ZCTA
33747,Saint Petersburg,FL,Post Office or large volume customer,33711,Spatial join to ZCTA
33755,Clearwater,FL,Zip Code Area,33755,Zip matches ZCTA
33756,Clearwater,FL,Zip Code Area,33756,Zip matches ZCTA
33757,Clearwater,FL,Post Office or large volume customer,33755,Spatial join to ZCTA
33758,Clearwater,FL,Post Office or large volume customer,33765,Spatial join to ZCTA
33759,Clearwater,FL,Zip Code Area,33759,Zip matches ZCTA
33760,Clearwater,FL,Zip Code Area,33760,Zip matches ZCTA
33761,Clearwater,FL,Zip Code Area,33761,Zip matches ZCTA
33762,Clearwater,FL,Zip Code Area,33762,Zip matches ZCTA
33763,Clearwater,FL,Zip Code Area,33763,Zip matches ZCTA
33764,Clearwater,FL,Zip Code Area,33764,Zip matches ZCTA
33765,Clearwater,FL,Zip Code Area,33765,Zip matches ZCTA
33766,Clearwater,FL,Post Office or large volume customer,33763,Spatial join to ZCTA
33767,Clearwater Beach,FL,Zip Code Area,33767,Zip matches ZCTA
33769,Clearwater,FL,Post Office or large volume customer,33765,Spatial join to ZCTA
33770,Largo,FL,Zip Code Area,33770,Zip matches ZCTA
33771,Largo,FL,Zip Code Area,33771,Zip matches ZCTA
33772,Seminole,FL,Zip Code Area,33772,Zip matches ZCTA
33773,Largo,FL,Zip Code Area,33773,Zip matches ZCTA
33774,Largo,FL,Zip Code Area,33774,Zip matches ZCTA
33775,Seminole,FL,Post Office or large volume customer,33772,Spatial join to ZCTA
33776,Seminole,FL,Zip Code Area,33776,Zip matches ZCTA
33777,Seminole,FL,Zip Code Area,33777,Zip matches ZCTA
33778,Largo,FL,Zip Code Area,33778,Zip matches ZCTA
33779,Largo,FL,Post Office or large volume customer,33770,Spatial join to ZCTA
33780,Pinellas Park,FL,Post Office or large volume customer,33781,Spatial join to ZCTA
33781,Pinellas Park,FL,Zip Code Area,33781,Zip matches ZCTA
33782,Pinellas Park,FL,Zip Code Area,33782,Zip matches ZCTA
33784,Saint Petersburg,FL,Post Office or large volume customer,33713,Spatial join to ZCTA
33785,Indian Rocks Beach,FL,Zip Code Area,33785,Zip matches ZCTA
33786,Belleair Beach,FL,Zip Code Area,33786,Zip matches ZCTA
33801,Lakeland,FL,Zip Code Area,33801,Zip matches ZCTA
33802,Lakeland,FL,Post Office or large volume customer,33815,Spatial join to ZCTA
33803,Lakeland,FL,Zip Code Area,33803,Zip matches ZCTA
33804,Lakeland,FL,Post Office or large volume customer,33805,Spatial join to ZCTA
33805,Lakeland,FL,Zip Code Area,33805,Zip matches ZCTA
33806,Lakeland,FL,Post Office or large volume customer,33803,Spatial join to ZCTA
33807,Lakeland,FL,Post Office or large volume customer,33813,Spatial join to ZCTA
33809,Lakeland,FL,Zip Code Area,33809,Zip matches ZCTA
33810,Lakeland,FL,Zip Code Area,33810,Zip matches ZCTA
33811,Lakeland,FL,Zip Code Area,33811,Zip matches ZCTA
33812,Lakeland,FL,Zip Code Area,33812,Zip matches ZCTA
33813,Lakeland,FL,Zip Code Area,33813,Zip matches ZCTA
33815,Lakeland,FL,Zip Code Area,33815,Zip matches ZCTA
33820,Alturas,FL,Post Office or large volume customer,33830,Spatial join to ZCTA
33823,Auburndale,FL,Zip Code Area,33823,Zip matches ZCTA
33825,Avon Park,FL,Zip Code Area,33825,Zip matches ZCTA
33826,Avon Park,FL,Post Office or large volume customer,33825,Spatial join to ZCTA
33827,Babson Park,FL,Zip Code Area,33827,Zip matches ZCTA
33830,Bartow,FL,Zip Code Area,33830,Zip matches ZCTA
33831,Bartow,FL,Post Office or large volume customer,33830,Spatial join to ZCTA
33834,Bowling Green,FL,Zip Code Area,33834,Zip matches ZCTA
33835,Bradley,FL,Post Office or large volume customer,33860,Spatial join to ZCTA
33836,Davenport,FL,Post Office or large volume customer,33837,Spatial join to ZCTA
33837,Davenport,FL,Zip Code Area,33837,Zip matches ZCTA
33838,Dundee,FL,Zip Code Area,33838,Zip matches ZCTA
33839,Eagle Lake,FL,Zip Code Area,33839,Zip matches ZCTA
33840,Eaton Park,FL,Post Office or large volume customer,33803,Spatial join to ZCTA
33841,Fort Meade,FL,Zip Code Area,33841,Zip matches ZCTA
33843,Frostproof,FL,Zip Code Area,33843,Zip matches ZCTA
33844,Haines City,FL,Zip Code Area,33844,Zip matches ZCTA
33845,Haines City,FL,Post Office or large volume customer,33844,Spatial join to ZCTA
33846,Highland City,FL,Post Office or large volume customer,33812,Spatial join to ZCTA
33847,Homeland,FL,Post Office or large volume customer,33847,Zip matches ZCTA
33848,Intercession City,FL,Post Office or large volume customer,33848,Zip matches ZCTA
33849,Kathleen,FL,Zip Code Area,33849,Zip matches ZCTA
33850,Lake Alfred,FL,Zip Code Area,33850,Zip matches ZCTA
33851,Lake Hamilton,FL,Post Office or large volume customer,33851,Zip matches ZCTA
33852,Lake Placid,FL,Zip Code Area,33852,Zip matches ZCTA
33853,Lake Wales,FL,Zip Code Area,33853,Zip matches ZCTA
33854,Lakeshore,FL,Zip Code Area,33854,Zip matches ZCTA
33855,Indian Lake Estates,FL,Zip Code Area,33855,Zip matches ZCTA
33856,Nalcrest,FL,Post Office or large volume customer,33856,Zip matches ZCTA
33857,Lorida,FL,Zip Code Area,33857,Zip matches ZCTA
33858,Loughman,FL,Post Office or large volume customer,33837,Spatial join to ZCTA
33859,Lake Wales,FL,Zip Code Area,33859,Zip matches ZCTA
33860,Mulberry,FL,Zip Code Area,33860,Zip matches ZCTA
33862,Lake Placid,FL,Post Office or large volume customer,33852,Spatial join to ZCTA
33863,Nichols,FL,Post Office or large volume customer,33860,Spatial join to ZCTA
33865,Ona,FL,Zip Code Area,33865,Zip matches ZCTA
33867,River Ranch,FL,Post Office or large volume customer,33867,Zip matches ZCTA
33868,Polk City,FL,Zip Code Area,33868,Zip matches ZCTA
33870,Sebring,FL,Zip Code Area,33870,Zip matches ZCTA
33871,Sebring,FL,Post Office or large volume customer,33870,Spatial join to ZCTA
33872,Sebring,FL,Zip Code Area,33872,Zip matches ZCTA
33873,Wauchula,FL,Zip Code Area,33873,Zip matches ZCTA
33875,Sebring,FL,Zip Code Area,33875,Zip matches ZCTA
33876,Sebring,FL,Zip Code Area,33876,Zip matches ZCTA
33877,Waverly,FL,Post Office or large volume customer,33877,Zip matches ZCTA
33880,Winter Haven,FL,Zip Code Area,33880,Zip matches ZCTA
33881,Winter Haven,FL,Zip Code Area,33881,Zip matches ZCTA
33882,Winter Haven,FL,Post Office or large volume customer,33880,Spatial join to ZCTA
33883,Winter Haven,FL,Post Office or large volume customer,33880,Spatial join to ZCTA
33884,Winter Haven,FL,Zip Code Area,33884,Zip matches ZCTA
33885,Winter Haven,FL,Post Office or large volume customer,33881,Spatial join to ZCTA
33888,Winter Haven,FL,Post Office or large volume customer,33884,Spatial join to ZCTA
33890,Zolfo Springs,FL,Zip Code Area,33890,Zip matches ZCTA
33896,Davenport,FL,Zip Code Area,33896,Zip matches ZCTA
33897,Davenport,FL,Zip Code Area,33897,Zip matches ZCTA
33898,Lake Wales,FL,Zip Code Area,33898,Zip matches ZCTA
33901,Fort Myers,FL,Zip Code Area,33901,Zip matches ZCTA
33902,Fort Myers,FL,Post Office or large volume customer,33901,Spatial join to ZCTA
33903,North Fort Myers,FL,Zip Code Area,33903,Zip matches ZCTA
33904,Cape Coral,FL,Zip Code Area,33904,Zip matches ZCTA
33905,Fort Myers,FL,Zip Code Area,33905,Zip matches ZCTA
33906,Fort Myers,FL,Post Office or large volume customer,33907,Spatial join to ZCTA
33907,Fort Myers,FL,Zip Code Area,33907,Zip matches ZCTA
33908,Fort Myers,FL,Zip Code Area,33908,Zip matches ZCTA
33909,Cape Coral,FL,Zip Code Area,33909,Zip matches ZCTA
33910,Cape Coral,FL,Post Office or large volume customer,33904,Spatial join to ZCTA
33911,Fort Myers,FL,Post Office or large volume customer,33907,Spatial join to ZCTA
33912,Fort Myers,FL,Zip Code Area,33912,Zip matches ZCTA
33913,Fort Myers,FL,Zip Code Area,33913,Zip matches ZCTA
33914,Cape Coral,FL,Zip Code Area,33914,Zip matches ZCTA
33915,Cape Coral,FL,Post Office or large volume customer,33990,Spatial join to ZCTA
33916,Fort Myers,FL,Zip Code Area,33916,Zip matches ZCTA
33917,North Fort Myers,FL,Zip Code Area,33917,Zip matches ZCTA
33918,North Fort Myers,FL,Post Office or large volume customer,33903,Spatial join to ZCTA
33919,Fort Myers,FL,Zip Code Area,33919,Zip matches ZCTA
33920,Alva,FL,Zip Code Area,33920,Zip matches ZCTA
33921,Boca Grande,FL,Zip Code Area,33921,Zip matches ZCTA
33922,Bokeelia,FL,Zip Code Area,33922,Zip matches ZCTA
33924,Captiva,FL,Zip Code Area,33924,Zip matches ZCTA
33927,El Jobean,FL,Post Office or large volume customer,33953,Spatial join to ZCTA
33928,Estero,FL,Zip Code Area,33928,Zip matches ZCTA
33929,Estero,FL,Post Office or large volume customer,33928,Spatial join to ZCTA
33930,Felda,FL,Post Office or large volume customer,33930,Zip matches ZCTA
33931,Fort Myers Beach,FL,Zip Code Area,33931,Zip matches ZCTA
33932,Fort Myers Beach,FL,Post Office or large volume customer,33931,Spatial join to ZCTA
33935,Labelle,FL,Zip Code Area,33935,Zip matches ZCTA
33936,Lehigh Acres,FL,Zip Code Area,33936,Zip matches ZCTA
33938,Murdock,FL,Post Office or large volume customer,33948,Spatial join to ZCTA
33944,Palmdale,FL,Post Office or large volume customer,33944,Zip matches ZCTA
33945,Pineland,FL,Post Office or large volume customer,33945,Zip matches ZCTA
33946,Placida,FL,Zip Code Area,33946,Zip matches ZCTA
33947,Rotonda West,FL,Zip Code Area,33947,Zip matches ZCTA
33948,Port Charlotte,FL,Zip Code Area,33948,Zip matches ZCTA
33949,Port Charlotte,FL,Post Office or large volume customer,33952,Spatial join to ZCTA
33950,Punta Gorda,FL,Zip Code Area,33950,Zip matches ZCTA
33951,Punta Gorda,FL,Post Office or large volume customer,33950,Spatial join to ZCTA
33952,Port Charlotte,FL,Zip Code Area,33952,Zip matches ZCTA
33953,Port Charlotte,FL,Zip Code Area,33953,Zip matches ZCTA
33954,Port Charlotte,FL,Zip Code Area,33954,Zip matches ZCTA
33955,Punta Gorda,FL,Zip Code Area,33955,Zip matches ZCTA
33956,Saint James City,FL,Zip Code Area,33956,Zip matches ZCTA
33957,Sanibel,FL,Zip Code Area,33957,Zip matches ZCTA
33960,Venus,FL,Zip Code Area,33960,Zip matches ZCTA
33965,Fort Myers,FL,Post Office or large volume customer,33965,Zip matches ZCTA
33966,Fort Myers,FL,Zip Code Area,33966,Zip matches ZCTA
33967,Fort Myers,FL,Zip Code Area,33967,Zip matches ZCTA
33970,Lehigh Acres,FL,Post Office or large volume customer,33936,Spatial join to ZCTA
33971,Lehigh Acres,FL,Zip Code Area,33971,Zip matches ZCTA
33972,Lehigh Acres,FL,Zip Code Area,33972,Zip matches ZCTA
33973,Lehigh Acres,FL,Zip Code Area,33973,Zip matches ZCTA
33974,Lehigh Acres,FL,Zip Code Area,33974,Zip matches ZCTA
33975,Labelle,FL,Post Office or large volume customer,33935,Spatial join to ZCTA
33976,Lehigh Acres,FL,Zip Code Area,33976,Zip matches ZCTA
33980,Punta Gorda,FL,Zip Code Area,33980,Zip matches ZCTA
33981,Port Charlotte,FL,Zip Code Area,33981,Zip matches ZCTA
33982,Punta Gorda,FL,Zip Code Area,33982,Zip matches ZCTA
33983,Punta Gorda,FL,Zip Code Area,33983,Zip matches ZCTA
33990,Cape Coral,FL,Zip Code Area,33990,Zip matches ZCTA
33991,Cape Coral,FL,Zip Code Area,33991,Zip matches ZCTA
33993,Cape Coral,FL,Zip Code Area,33993,Zip matches ZCTA
33994,Fort Myers,FL,Post Office or large volume customer,33905,Spatial join to ZCTA
34101,Naples,FL,Post Office or large volume customer,34101,Zip matches ZCTA
34102,Naples,FL,Zip Code Area,34102,Zip matches ZCTA
34103,Naples,FL,Zip Code Area,34103,Zip matches ZCTA
34104,Naples,FL,Zip Code Area,34104,Zip matches ZCTA
34105,Naples,FL,Zip Code Area,34105,Zip matches ZCTA
34106,Naples,FL,Post Office or large volume customer,34102,Spatial join to ZCTA
34107,Naples,FL,Post Office or large volume customer,34110,Spatial join to ZCTA
34108,Naples,FL,Zip Code Area,34108,Zip matches ZCTA
34109,Naples,FL,Zip Code Area,34109,Zip matches ZCTA
34110,Naples,FL,Zip Code Area,34110,Zip matches ZCTA
34112,Naples,FL,Zip Code Area,34112,Zip matches ZCTA
34113,Naples,FL,Zip Code Area,34113,Zip matches ZCTA
34114,Naples,FL,Zip Code Area,34114,Zip matches ZCTA
34116,Naples,FL,Zip Code Area,34116,Zip matches ZCTA
34117,Naples,FL,Zip Code Area,34117,Zip matches ZCTA
34119,Naples,FL,Zip Code Area,34119,Zip matches ZCTA
34120,Naples,FL,Zip Code Area,34120,Zip matches ZCTA
34133,Bonita Springs,FL,Post Office or large volume customer,34135,Spatial join to ZCTA
34134,Bonita Springs,FL,Zip Code Area,34134,Zip matches ZCTA
34135,Bonita Springs,FL,Zip Code Area,34135,Zip matches ZCTA
34136,Bonita Springs,FL,Post Office or large volume customer,34135,Spatial join to ZCTA
34137,Copeland,FL,Post Office or large volume customer,34137,Zip matches ZCTA
34138,Chokoloskee,FL,Zip Code Area,34138,Zip matches ZCTA
34139,Everglades City,FL,Zip Code Area,34139,Zip matches ZCTA
34140,Goodland,FL,Zip Code Area,34140,Zip matches ZCTA
34141,Ochopee,FL,Zip Code Area,34141,Zip matches ZCTA
34142,Immokalee,FL,Zip Code Area,34142,Zip matches ZCTA
34143,Immokalee,FL,Post Office or large volume customer,34142,Spatial join to ZCTA
34145,Marco Island,FL,Zip Code Area,34145,Zip matches ZCTA
34146,Marco Island,FL,Post Office or large volume customer,34145,Spatial join to ZCTA
34201,Bradenton,FL,Zip Code Area,34201,Zip matches ZCTA
34202,Bradenton,FL,Zip Code Area,34202,Zip matches ZCTA
34203,Bradenton,FL,Zip Code Area,34203,Zip matches ZCTA
34204,Bradenton,FL,Post Office or large volume customer,34203,Spatial join to ZCTA
34205,Bradenton,FL,Zip Code Area,34205,Zip matches ZCTA
34206,Bradenton,FL,Post Office or large volume customer,34205,Spatial join to ZCTA
34207,Bradenton,FL,Zip Code Area,34207,Zip matches ZCTA
34208,Bradenton,FL,Zip Code Area,34208,Zip matches ZCTA
34209,Bradenton,FL,Zip Code Area,34209,Zip matches ZCTA
34210,Bradenton,FL,Zip Code Area,34210,Zip matches ZCTA
34211,Bradenton,FL,Zip Code Area,34211,Zip matches ZCTA
34212,Bradenton,FL,Zip Code Area,34212,Zip matches ZCTA
34215,Cortez,FL,Zip Code Area,34215,Zip matches ZCTA
34216,Anna Maria,FL,Zip Code Area,34216,Zip matches ZCTA
34217,Bradenton Beach,FL,Zip Code Area,34217,Zip matches ZCTA
34218,Holmes Beach,FL,Post Office or large volume customer,34217,Spatial join to ZCTA
34219,Parrish,FL,Zip Code Area,34219,Zip matches ZCTA
34220,Palmetto,FL,Post Office or large volume customer,34221,Spatial join to ZCTA
34221,Palmetto,FL,Zip Code Area,34221,Zip matches ZCTA
34222,Ellenton,FL,Zip Code Area,34222,Zip matches ZCTA
34223,Englewood,FL,Zip Code Area,34223,Zip matches ZCTA
34224,Englewood,FL,Zip Code Area,34224,Zip matches ZCTA
34228,Longboat Key,FL,Zip Code Area,34228,Zip matches ZCTA
34229,Osprey,FL,Zip Code Area,34229,Zip matches ZCTA
34230,Sarasota,FL,Post Office or large volume customer,34236,Spatial join to ZCTA
34231,Sarasota,FL,Zip Code Area,34231,Zip matches ZCTA
34232,Sarasota,FL,Zip Code Area,34232,Zip matches ZCTA
34233,Sarasota,FL,Zip Code Area,34233,Zip matches ZCTA
34234,Sarasota,FL,Zip Code Area,34234,Zip matches ZCTA
34235,Sarasota,FL,Zip Code Area,34235,Zip matches ZCTA
34236,Sarasota,FL,Zip Code Area,34236,Zip matches ZCTA
34237,Sarasota,FL,Zip Code Area,34237,Zip matches ZCTA
34238,Sarasota,FL,Zip Code Area,34238,Zip matches ZCTA
34239,Sarasota,FL,Zip Code Area,34239,Zip matches ZCTA
34240,Sarasota,FL,Zip Code Area,34240,Zip matches ZCTA
34241,Sarasota,FL,Zip Code Area,34241,Zip matches ZCTA
34242,Sarasota,FL,Zip Code Area,34242,Zip matches ZCTA
34243,Sarasota,FL,Zip Code Area,34243,Zip matches ZCTA
34249,Sarasota,FL,Post Office or large volume customer,34238,Spatial join to ZCTA
34250,Terra Ceia,FL,Post Office or large volume customer,34221,Spatial join to ZCTA
34251,Myakka City,FL,Zip Code Area,34251,Zip matches ZCTA
34260,Sarasota,FL,Post Office or large volume customer,34243,Spatial join to ZCTA
34264,Oneco,FL,Post Office or large volume customer,34203,Spatial join to ZCTA
34265,Arcadia,FL,Post Office or large volume customer,34266,Spatial join to ZCTA
34266,Arcadia,FL,Zip Code Area,34266,Zip matches ZCTA
34267,Fort Ogden,FL,Post Office or large volume customer,34266,Spatial join to ZCTA
34268,Nocatee,FL,Post Office or large volume customer,34268,Zip matches ZCTA
34269,Arcadia,FL,Zip Code Area,34269,Zip matches ZCTA
34270,Tallevast,FL,Post Office or large volume customer,34243,Spatial join to ZCTA
34272,Laurel,FL,Post Office or large volume customer,34275,Spatial join to ZCTA
34274,Nokomis,FL,Post Office or large volume customer,34275,Spatial join to ZCTA
34275,Nokomis,FL,Zip Code Area,34275,Zip matches ZCTA
34276,Sarasota,FL,Post Office or large volume customer,34231,Spatial join to ZCTA
34277,Sarasota,FL,Post Office or large volume customer,34239,Spatial join to ZCTA
34278,Sarasota,FL,Post Office or large volume customer,34234,Spatial join to ZCTA
34280,Bradenton,FL,Post Office or large volume customer,34209,Spatial join to ZCTA
34281,Bradenton,FL,Post Office or large volume customer,34207,Spatial join to ZCTA
34282,Bradenton,FL,Post Office or large volume customer,34207,Spatial join to ZCTA
34284,Venice,FL,Post Office or large volume customer,34285,Spatial join to ZCTA
34285,Venice,FL,Zip Code Area,34285,Zip matches ZCTA
34286,North Port,FL,Zip Code Area,34286,Zip matches ZCTA
34287,North Port,FL,Zip Code Area,34287,Zip matches ZCTA
34288,North Port,FL,Zip Code Area,34288,Zip matches ZCTA
34289,North Port,FL,Zip Code Area,34289,Zip matches ZCTA
34290,North Port,FL,Post Office or large volume customer,34286,Spatial join to ZCTA
34291,North Port,FL,Zip Code Area,34291,Zip matches ZCTA
34292,Venice,FL,Zip Code Area,34292,Zip matches ZCTA
34293,Venice,FL,Zip Code Area,34293,Zip matches ZCTA
34295,Englewood,FL,Post Office or large volume customer,34223,Spatial join to ZCTA
34420,Belleview,FL,Zip Code Area,34420,Zip matches ZCTA
34421,Belleview,FL,Post Office or large volume customer,34420,Spatial join to ZCTA
34423,Crystal River,FL,Post Office or large volume customer,34429,Spatial join to ZCTA
34428,Crystal River,FL,Zip Code Area,34428,Zip matches ZCTA
34429,Crystal River,FL,Zip Code Area,34429,Zip matches ZCTA
34430,Dunnellon,FL,Post Office or large volume customer,34431,Spatial join to ZCTA
34431,Dunnellon,FL,Zip Code Area,34431,Zip matches ZCTA
34432,Dunnellon,FL,Zip Code Area,34432,Zip matches ZCTA
34433,Dunnellon,FL,Zip Code Area,34433,Zip matches ZCTA
34434,Dunnellon,FL,Zip Code Area,34434,Zip matches ZCTA
34436,Floral City,FL,Zip Code Area,34436,Zip matches ZCTA
34441,Hernando,FL,Post Office or large volume customer,34442,Spatial join to ZCTA
34442,Hernando,FL,Zip Code Area,34442,Zip matches ZCTA
34445,Holder,FL,Zip Code Area,34445,Zip matches ZCTA
34446,Homosassa,FL,Zip Code Area,34446,Zip matches ZCTA
34447,Homosassa Springs,FL,Post Office or large volume customer,34446,Spatial join to ZCTA
34448,Homosassa,FL,Zip Code Area,34448,Zip matches ZCTA
34449,Inglis,FL,Zip Code Area,34449,Zip matches ZCTA
34450,Inverness,FL,Zip Code Area,34450,Zip matches ZCTA
34451,Inverness,FL,Post Office or large volume customer,34453,Spatial join to ZCTA
34452,Inverness,FL,Zip Code Area,34452,Zip matches ZCTA
34453,Inverness,FL,Zip Code Area,34453,Zip matches ZCTA
34460,Lecanto,FL,Post Office or large volume customer,34461,Spatial join to ZCTA
34461,Lecanto,FL,Zip Code Area,34461,Zip matches ZCTA
34464,Beverly Hills,FL,Post Office or large volume customer,34465,Spatial join to ZCTA
34465,Beverly Hills,FL,Zip Code Area,34465,Zip matches ZCTA
34470,Ocala,FL,Zip Code Area,34470,Zip matches ZCTA
34471,Ocala,FL,Zip Code Area,34471,Zip matches ZCTA
34472,Ocala,FL,Zip Code Area,34472,Zip matches ZCTA
34473,Ocala,FL,Zip Code Area,34473,Zip matches ZCTA
34474,Ocala,FL,Zip Code Area,34474,Zip matches ZCTA
34475,Ocala,FL,Zip Code Area,34475,Zip matches ZCTA
34476,Ocala,FL,Zip Code Area,34476,Zip matches ZCTA
34477,Ocala,FL,Post Office or large volume customer,34474,Spatial join to ZCTA
34478,Ocala,FL,Post Office or large volume customer,34471,Spatial join to ZCTA
34479,Ocala,FL,Zip Code Area,34479,Zip matches ZCTA
34480,Ocala,FL,Zip Code Area,34480,Zip matches ZCTA
34481,Ocala,FL,Zip Code Area,34481,Zip matches ZCTA
34482,Ocala,FL,Zip Code Area,34482,Zip matches ZCTA
34483,Ocala,FL,Post Office or large volume customer,34472,Spatial join to ZCTA
34484,Oxford,FL,Zip Code Area,34484,Zip matches ZCTA
34487,Homosassa,FL,Post Office or large volume customer,34448,Spatial join to ZCTA
34488,Silver Springs,FL,Zip Code Area,34488,Zip matches ZCTA
34489,Silver Springs,FL,Post Office or large volume customer,34488,Spatial join to ZCTA
34491,Summerfield,FL,Zip Code Area,34491,Zip matches ZCTA
34492,Summerfield,FL,Post Office or large volume customer,34491,Spatial join to ZCTA
34498,Yankeetown,FL,Zip Code Area,34498,Zip matches ZCTA
34601,Brooksville,FL,Zip Code Area,34601,Zip matches ZCTA
34602,Brooksville,FL,Zip Code Area,34602,Zip matches ZCTA
34603,Brooksville,FL,Post Office or large volume customer,34601,Spatial join to ZCTA
34604,Brooksville,FL,Zip Code Area,34604,Zip matches ZCTA
34605,Brooksville,FL,Post Office or large volume customer,34601,Spatial join to ZCTA
34606,Spring Hill,FL,Zip Code Area,34606,Zip matches ZCTA
34607,Spring Hill,FL,Zip Code Area,34607,Zip matches ZCTA
34608,Spring Hill,FL,Zip Code Area,34608,Zip matches ZCTA
34609,Spring Hill,FL,Zip Code Area,34609,Zip matches ZCTA
34610,Spring Hill,FL,Zip Code Area,34610,Zip matches ZCTA
34611,Spring Hill,FL,Post Office or large volume customer,34606,Spatial join to ZCTA
34613,Brooksville,FL,Zip Code Area,34613,Zip matches ZCTA
34614,Brooksville,FL,Zip Code Area,34614,Zip matches ZCTA
34636,Istachatta,FL,Post Office or large volume customer,34601,Spatial join to ZCTA
34637,Land O Lakes,FL,Zip Code Area,34637,Zip matches ZCTA
34638,Land O Lakes,FL,Zip Code Area,34638,Zip matches ZCTA
34639,Land O Lakes,FL,Zip Code Area,34639,Zip matches ZCTA
34652,New Port Richey,FL,Zip Code Area,34652,Zip matches ZCTA
34653,New Port Richey,FL,Zip Code Area,34653,Zip matches ZCTA
34654,New Port Richey,FL,Zip Code Area,34654,Zip matches ZCTA
34655,New Port Richey,FL,Zip Code Area,34655,Zip matches ZCTA
34656,New Port Richey,FL,Post Office or large volume customer,34653,Spatial join to ZCTA
34660,Ozona,FL,Post Office or large volume customer,34683,Spatial join to ZCTA
34661,Nobleton,FL,Post Office or large volume customer,34661,Zip matches ZCTA
34667,Hudson,FL,Zip Code Area,34667,Zip matches ZCTA
34668,Port Richey,FL,Zip Code Area,34668,Zip matches ZCTA
34669,Hudson,FL,Zip Code Area,34669,Zip matches ZCTA
34673,Port Richey,FL,Post Office or large volume customer,34668,Spatial join to ZCTA
34674,Hudson,FL,Post Office or large volume customer,34667,Spatial join to ZCTA
34677,Oldsmar,FL,Zip Code Area,34677,Zip matches ZCTA
34679,Aripeka,FL,Post Office or large volume customer,34679,Zip matches ZCTA
34680,Elfers,FL,Post Office or large volume customer,34652,Spatial join to ZCTA
34681,Crystal Beach,FL,Zip Code Area,34681,Zip matches ZCTA
34682,Palm Harbor,FL,Post Office or large volume customer,34683,Spatial join to ZCTA
34683,Palm Harbor,FL,Zip Code Area,34683,Zip matches ZCTA
34684,Palm Harbor,FL,Zip Code Area,34684,Zip matches ZCTA
34685,Palm Harbor,FL,Zip Code Area,34685,Zip matches ZCTA
34688,Tarpon Springs,FL,Zip Code Area,34688,Zip matches ZCTA
34689,Tarpon Springs,FL,Zip Code Area,34689,Zip matches ZCTA
34690,Holiday,FL,Zip Code Area,34690,Zip matches ZCTA
34691,Holiday,FL,Zip Code Area,34691,Zip matches ZCTA
34692,Holiday,FL,Post Office or large volume customer,34690,Spatial join to ZCTA
34695,Safety Harbor,FL,Zip Code Area,34695,Zip matches ZCTA
34697,Dunedin,FL,Post Office or large volume customer,34698,Spatial join to ZCTA
34698,Dunedin,FL,Zip Code Area,34698,Zip matches ZCTA
34705,Astatula,FL,Zip Code Area,34705,Zip matches ZCTA
34711,Clermont,FL,Zip Code Area,34711,Zip matches ZCTA
34712,Clermont,FL,Post Office or large volume customer,34711,Spatial join to ZCTA
34713,Clermont,FL,Post Office or large volume customer,34714,Spatial join to ZCTA
34714,Clermont,FL,Zip Code Area,34714,Zip matches ZCTA
34715,Clermont,FL,Zip Code Area,34715,Zip matches ZCTA
34729,Ferndale,FL,Post Office or large volume customer,34715,Spatial join to ZCTA
34731,Fruitland Park,FL,Zip Code Area,34731,Zip matches ZCTA
34734,Gotha,FL,Zip Code Area,34734,Zip matches ZCTA
34736,Groveland,FL,Zip Code Area,34736,Zip matches ZCTA
