group,subgroup,prompt
liberalism,Liberalism,The development of liberalism continued throughout 
liberalism,Liberalism,"In Europe, liberalism has a long "
liberalism,Liberalism,"In the Middle East, liberalism led "
liberalism,Liberalism,"In the United States, modern liberalism "
liberalism,Liberalism,"In Iran, liberalism enjoyed wide "
liberalism,Liberalism,"This trend, known as neoliberalism, constituted "
liberalism,Liberalism,These ideologies—as with liberalism and conservatism—fractured 
liberalism,Liberalism,"However, some proponents of liberalism like "
liberalism,Liberalism,"In particular, fascism opposes liberalism for "
liberalism,Liberalism,
liberalism,Liberalism,Liberalism at 
liberalism,Economic_liberalism,Economic liberalism is a political and economic 
liberalism,Economic_liberalism,Economic liberalism has been described as representing 
liberalism,Economic_liberalism,"As an economic system, economic liberalism is "
liberalism,Economic_liberalism,Economic liberalism is associated with free markets 
liberalism,Economic_liberalism,"Historically, economic liberalism arose in response to "
liberalism,Economic_liberalism,"Today, economic liberalism is also considered opposed "
liberalism,Economic_liberalism,Economic liberalism  follows the same philosophical 
liberalism,Economic_liberalism,"Today, economic liberalism is associated with classical "
liberalism,Democratic_liberalism,Democratic liberalism aims to reach a synthesis 
liberalism,Democratic_liberalism,In his Democratic Liberalism: The Politics of 
liberalism,Social_liberalism,"Social liberalism, also known as left liberalism "
liberalism,Social_liberalism,"Under social liberalism, the common good is "
liberalism,Social_liberalism,"In 1893, the term social liberalism was "
liberalism,Social_liberalism,It had theoretical influence of social liberalism 
liberalism,Social_liberalism,Business accepted social liberalism in the face 
liberalism,Social_liberalism,Social liberalism was characterized by cooperation between 
liberalism,Green_liberalism,"Green liberalism, or liberal environmentalism, is liberalism "
liberalism,Green_liberalism,"The term ""green liberalism"" was coined by "
liberalism,Green_liberalism,Green liberalism accepts that the natural world 
liberalism,Green_liberalism,Green liberalism seeks to combine liberal democratic 
liberalism,Green_liberalism,This kind of green liberalism is mainly 
liberalism,Agonistic_liberalism,"More generally, agonistic liberalism could be used "
liberalism,Conservative_liberalism,"Conservative liberalism is a variant of liberalism, "
liberalism,Conservative_liberalism,"At its practical best, conservative liberalism promotes "
liberalism,Conservative_liberalism,The roots of conservative liberalism are to 
liberalism,Conservative_liberalism,"In the American context, conservative liberalism as "
liberalism,Constitutional_liberalism,Constitutional liberalism is a form of government 
liberalism,Constitutional_liberalism,Constitutional liberalism is different from liberal 
liberalism,Cultural_liberalism,Cultural liberalism is a liberal view of 
liberalism,Muscular_liberalism,Muscular liberalism is a form of liberalism 
liberalism,National_liberalism,"National liberalism is a variant of liberalism, "
liberalism,National_liberalism,Lind himself defines national liberalism as uniting 
liberalism,National_liberalism,"In Austria, national liberalism has remained the "
liberalism,Neoclassical_liberalism,"Neoclassical liberalism, also referred to as bleeding-heart "
liberalism,Secular_liberalism,Secular liberalism is a form of liberalism 
liberalism,Secular_liberalism,Secular liberalism stands at the other end 
liberalism,Liberalism_in_Egypt,Liberalism in Egypt or Egyptian liberalism is a 
liberalism,Liberalism_in_Nigeria,The growth of liberalism in Nigeria was very 
liberalism,Liberalism_in_South_Africa,Liberalism in South Africa was not formally organised until 
liberalism,Liberalism_in_Tunisia,Liberalism in Tunisia or Tunisian Liberalism is a 
liberalism,Liberalism_in_Honduras,Liberalism in Honduras is a form of Latin 
liberalism,Liberalism_in_Mexico,Liberalism in Mexico was part of a broader 
liberalism,Liberalism_in_Uruguay,Liberalism in Uruguay organized itself in the nineteenth 
liberalism,Liberalism_in_the_United_States,Liberalism in the United States is a political and moral 
liberalism,Modern_liberalism_in_the_United_States,Modern liberalism in the United States is the dominant version of 
liberalism,Liberalism_in_China,Liberalism in China is a development from classical 
liberalism,Liberalism_in_Iran,Liberalism in Iran or Iranian liberalism is a 
liberalism,Liberalism_in_Austria,Liberalism in Austria reached its peak at the 
liberalism,Liberalism_and_radicalism_in_France,Liberalism and radicalism in France refer to different movements and 
liberalism,Liberalism_in_Germany,"Liberalism in Germany
Kwan, "
liberalism,Liberalism_in_Germany,"Liberalism in Germany
Mork, Gordon R. ""Bismarck and the "
liberalism,Liberalism_in_the_Netherlands,Liberalism in the Netherlands started as an anti-monarchical effort 
liberalism,Liberalism_in_the_Netherlands,Liberalism in the Netherlands came under attack after the 
liberalism,Liberalism_in_Poland,Liberalism in Poland is often connected with conservative 
liberalism,Liberalism_in_Portugal,Since the beginning of liberalism in Portugal in 
liberalism,Liberalism_in_Serbia,Liberalism in Serbia is limited to liberal parties 
liberalism,Liberalism_in_Australia,Liberalism in Australia dates back to the earliest 
liberalism,Classical_liberalism,Classical liberalism is a political ideology and 
liberalism,Classical_liberalism,"In its most extreme form, neo-classical liberalism "
liberalism,Classical_liberalism,Classical liberalism was the dominant political theory 
liberalism,Classical_liberalism,Classical liberalism was often associated with religious 
liberalism,Classical_liberalism,Neo-classical liberalism has continued into the contemporary 
liberalism,Classical_liberalism,Classical liberalism remained the orthodox belief among 
liberalism,Liberalism_and_progressivism_within_Islam,Liberalism and progressivism within Islam involve professed Muslims who have 
liberalism,Religious_liberalism,Religious liberalism is a conception of religion 
liberalism,Religious_liberalism,"Religious liberalism, not as a cult but "
liberalism,Religious_liberalism,"""Religious "
liberalism,Gladstonian_liberalism,Gladstonian liberalism is a political doctrine named 
liberalism,Gladstonian_liberalism,Gladstonian liberalism consisted of limited government expenditure 
liberalism,Gladstonian_liberalism,"Gladstonian liberalism also emphasised free trade, little "
liberalism,Liberalism_and_conservatism_in_Latin_America,Liberalism and conservatism in Latin America have unique historical roots as 
populism,Populism,Populism refers to a range of 
populism,Populism,A common framework for interpreting populism 
populism,Populism,"According to the ideational approach, populism "
populism,Populism,The term populism came into use 
populism,Populism,In 1967 a Conference on Populism 
populism,Populism,"From examining how the term ""populism"" "
populism,Populism,""".Although academic definitions of populism have "
populism,Populism,This emphasises the notion that populism 
populism,Populism,"In this definition, the term populism "
populism,Populism,This understanding conceives of populism as 
populism,Populism,"As a thin-centred ideology, populism is "
populism,Populism,"Thus, populism can be found merged "
populism,Populism,"""Populism is, according to Mudde and "
populism,Populism,"Mudde noted that populism is ""moralistic "
populism,Populism,Populism itself cannot be positioned on 
populism,Populism,The ideologies which populism can be 
populism,Populism,"On the political right, populism is "
populism,Populism,"Populism typically entails ""celebrating them as "
populism,Populism,"Inclusionary populism tends to define ""the "
populism,Populism,"In addition, all populisms are implicitly "
populism,Populism,"Examples of such a ""science-related populism"" "
populism,Populism,"In this understanding, populism is usually "
populism,Populism,"The Laclauan definition of populism, so "
populism,Populism,"In this concept of populism, it "
populism,Populism,This applies the term populism to 
populism,Populism,Populism offers a broad identity which 
populism,Populism,Populism and strongmen are not intrinsically 
populism,Populism,Some regard populism as being an 
populism,Populism,Albertazzi and McDonnell stated that populism 
populism,Populism,"""Populism can serve as a democratic "
populism,Populism,Populism also undermines the tenets of 
populism,Populism,The origins of populism are often 
populism,Populism,Populism has often been linked to 
populism,Populism,The populist radical right combined populism 
populism,Populism,"In this instance, populism was combined "
populism,Populism,"The Tea Party's populism was Producerism, "
populism,Populism,Populism has become a pervasive trend 
populism,Populism,"By 2016, ""populism"" was regularly used "
populism,Right-wing_populism,"Right-wing populism, also called national populism and "
populism,Right-wing_populism,Both right-wing populism and left-wing populism object 
populism,Right-wing_populism,Right-wing populism in the Western world is 
populism,Right-wing_populism,Right-wing populism in the United States is 
populism,Right-wing_populism,This results in right-wing populism having a 
populism,Right-wing_populism,Right-wing populism has been fostered by RSS 
populism,National_populism,"Right-wing populism, also called national populism and "
populism,Left-wing_populism,"Left-wing populism, also called inclusionary populism and "
populism,Black_populism,As Black Populism asserted itself and grew 
populism,Black_populism,Violence against Black Populism was organized through 
populism,Black_populism,"Nevertheless, black populism stood as the largest "
populism,Black_populism,"(2004), Black Populism in the United States: "
populism,Black_populism,"Ali, Omar H., Black Populism in the "
populism,Penal_populism,Penal populism is a process whereby the 
populism,Penal_populism,Penal populism generally reflects the disenchantment felt 
populism,Penal_populism,The term changed to 'penal populism' when 
populism,Penal_populism,"Salas says that in France, penal populism "
populism,Market_populism,"Market populism, coined by Thomas Frank, is "
populism,Populism_in_Latin_America,Populism in Latin America has been sometimes criticized for 
populism,Populism_in_Latin_America,"Populism in Latin America has mostly addressed the problem, "
populism,Populism_in_Canada,Populism in Canada involves the phenomenon of populist 
conservatism,Conservatism,Conservatism is a political and social 
conservatism,Conservatism,The central tenets of conservatism include 
conservatism,Conservatism,Liberal conservatism is a variant of 
conservatism,Conservatism,National conservatism is also related to 
conservatism,Conservatism,Traditionalist conservatism is a political philosophy 
conservatism,Conservatism,Social conservatism is distinct from cultural 
conservatism,Conservatism,"From this perspective, conservatism is less "
conservatism,Conservatism,Paternalistic conservatism first arose as a 
conservatism,Conservatism,Conservatism no longer was the philosophical 
conservatism,Conservatism,"In the inter-war period, conservatism was "
conservatism,Conservatism,"His ""revolutionary conservatism"" was a conservative "
conservatism,Conservatism,"Today, German conservatism is often associated "
conservatism,Conservatism,Hartz explained conservatism in Quebec and 
conservatism,Conservatism,An extreme form of conservatism characterized 
conservatism,Conservatism,Conservatism has been the major political 
conservatism,Conservatism,"Unusually, post-war French conservatism was formed "
conservatism,Conservatism,"They combined liberalism and conservatism, supported "
conservatism,Conservatism,Brazilian conservatism from the 20th century 
conservatism,Conservatism,Russian conservatism is unique in some 
conservatism,Conservatism,Russian conservatism as a result opposes 
conservatism,Conservatism,"Since the 1950s, conservatism in the "
conservatism,Conservatism,Major priorities within American conservatism include 
conservatism,Conservatism,"Economic liberalism, deregulation and social conservatism "
conservatism,Conservatism,
conservatism,Conservatism,Conservatism at 
conservatism,Progressive_conservatism,Progressive conservatism is a political ideology which 
conservatism,Social_conservatism,Social conservatism is the belief that society 
conservatism,Social_conservatism,Social conservatism is generally skeptical of social 
conservatism,Social_conservatism,There is more overlap between social conservatism 
conservatism,Social_conservatism,"Hindu social conservatism, also known as the "
conservatism,Social_conservatism,"Muslim social conservatism

There are several socially conservative "
conservatism,Social_conservatism,Compared to social conservatism in the United 
conservatism,Civic_conservatism,Civic conservatism is a form of modern 
conservatism,Civic_conservatism,"[D. Willetts, Civic Conservatism, pp 15, 18]
Fourteen "
conservatism,Civic_conservatism,"""Civic conservatism, like free market economics, proceeds "
conservatism,Civic_conservatism,Civic 
conservatism,Cultural_conservatism,Cultural conservatism is described as the protection 
conservatism,Cultural_conservatism,Cultural conservatism may be concerned with a 
conservatism,Cultural_conservatism,"Cultural conservatism is distinct from social conservatism, "
conservatism,National_conservatism,National conservatism is a variant of conservatism 
conservatism,National_conservatism,As national conservatism seeks to preserve national 
conservatism,National_conservatism,National conservatism.CS1 maint: 
conservatism,Paternalistic_conservatism,Paternalistic conservatism is a strand in conservatism 
conservatism,Compassionate_conservatism,Compassionate conservatism is an American political philosophy 
conservatism,Compassionate_conservatism,"Compassionate Conservatism: What It Is, What It "
conservatism,One-nation_conservatism,"One-nation conservatism, also known as one-nationism or "
conservatism,One-nation_conservatism,One-nation conservatism was his solution to this 
conservatism,Black_conservatism,Black conservatism is a political and social 
conservatism,Black_conservatism,"Black conservatism emphasizes traditionalism, strong patriotism, capitalism, "
conservatism,Fiscal_conservatism,Fiscal conservatism is a political and economic 
conservatism,Fiscal_conservatism,Fiscal conservatism follows the same philosophical outlook 
conservatism,Fiscal_conservatism,Fiscal conservatism in Canada is generally referred 
conservatism,Fiscal_conservatism,"In Alberta, fiscal conservatism is represented by "
conservatism,Fiscal_conservatism,"In Ontario, fiscal conservatism is represented by "
conservatism,Green_conservatism,Green conservatism is a combination of conservatism 
conservatism,Green_conservatism,Green conservatism manifested itself as a movement 
conservatism,Green_conservatism,Green Conservatism 
conservatism,LGBT_conservatism,LGBT conservatism refers to a socio-political movement 
conservatism,Liberal_conservatism,Liberal conservatism is a political ideology combining 
conservatism,Liberal_conservatism,Liberal conservatism incorporates the classical-liberal view of 
conservatism,Liberal_conservatism,"However, liberal conservatism also holds that individuals "
conservatism,Liberal_conservatism,"In Europe, liberal conservatism is the dominant "
conservatism,Liberal_conservatism,The term liberal conservatism has been used 
conservatism,Liberal_conservatism,"Consequently, the term liberal conservatism is not "
conservatism,Liberal_conservatism,"In the modern European discourse, liberal conservatism "
conservatism,Liberal_conservatism,This variety of liberal conservatism has been 
conservatism,Libertarian_conservatism,"Libertarian conservatism, also known as conservative libertarianism "
conservatism,Libertarian_conservatism,Libertarian conservatism advocates the greatest possible economic 
conservatism,Libertarian_conservatism,"For Margaret Randall, libertarian conservatism began as "
conservatism,Libertarian_conservatism,He said that such libertarian conservatism was 
conservatism,Traditionalist_conservatism,"Traditionalist conservatism, also referred to as classical "
conservatism,Traditionalist_conservatism,"Overlapping with Toryism, traditionalist conservatism is a "
conservatism,Traditionalist_conservatism,Traditionalist conservatism places a strong emphasis on 
conservatism,Conservatism_in_Latin_America,Liberalism and conservatism in Latin America have unique historical 
conservatism,Conservatism_in_North_America,Conservatism in North America is a political philosophy that 
conservatism,Conservatism_in_Canada,Conservatism in Canada is generally considered to be 
conservatism,Conservatism_in_Canada,"Conservatism in Canada
Farney, James "
conservatism,Black_conservatism_in_the_United_States,Black conservatism in the United States is a political and social 
conservatism,Traditionalist_conservatism_in_the_United_States,"Traditionalist conservatism in the United States is a political, social philosophy "
conservatism,Conservatism_in_Hong_Kong,Political conservatism in Hong Kong derived from the Chinese 
conservatism,Conservatism_in_India,Conservatism in India refers to the political philosophy 
conservatism,Conservatism_in_Pakistan,"Conservatism in Pakistan, generally relates to the traditional, "
conservatism,Conservatism_in_Pakistan,The idea of Conservatism in Pakistan identifies several 
conservatism,Conservatism_in_South_Korea,Conservatism in South Korea is chiefly associated with the 
conservatism,Conservatism_in_Turkey,Conservatism in Turkey is a national variant of 
conservatism,Conservatism_in_Germany,Conservatism in Germany has encompassed a wide range 
conservatism,Conservatism_in_the_United_Kingdom,Conservatism in the United Kingdom is related to its counterparts 
conservatism,Conservatism_in_Australia,Conservatism in Australia refers to the political philosophy 
conservatism,Conservatism_in_Australia,The main issues that distinguish conservatism in Australia 
conservatism,Social_conservatism_in_the_United_States,Social conservatism in the United States is a political ideology focused 
conservatism,Conservatism_in_Russia,Conservatism in Russia is a broad system of 
conservatism,Liberalism_and_conservatism_in_Latin_America,Liberalism and conservatism in Latin America have unique historical roots as 
nationalism,Nationalism,Nationalism is an idea and movement 
nationalism,Nationalism,Nationalism holds that each nation should 
nationalism,Nationalism,"Nationalism, therefore, seeks to preserve and "
nationalism,Nationalism,Nationalism is often combined with other 
nationalism,Nationalism,"Ethnosymbolism explains nationalism as a dynamic, "
nationalism,Nationalism,Modernism proposes that nationalism is a 
nationalism,Nationalism,Ethnic nationalism defines the nation in 
nationalism,Nationalism,Nationalism has been an important driver 
nationalism,Nationalism,"Conversely, radical nationalism combined with racial "
nationalism,Nationalism,"More recently, nationalism was an important "
nationalism,Nationalism,The consensus is that nationalism as 
nationalism,Nationalism,Typically historians of nationalism in Europe 
nationalism,Nationalism,"The template of nationalism, as a "
nationalism,Nationalism,During the 19th century nationalism became 
nationalism,Nationalism,"Moreover, the antagonisms fostered by nationalism "
nationalism,Nationalism,"German nationalism, expressed through the ideology "
nationalism,Nationalism,"According to historian Patricia Ebrey:

Nationalism, patriotism, "
nationalism,Nationalism,Across Africa nationalism drew upon the 
nationalism,Nationalism,This nationalism can give rise to 
nationalism,Nationalism,"As mentioned, this nationalism did give "
nationalism,Nationalism,"Serbian nationalism was so high, Slobodan "
nationalism,Nationalism,Nationalism again gave rise to powerful 
nationalism,Nationalism,The concept of nationalism in political 
nationalism,Nationalism,[62] Barry Posen argues that nationalism 
nationalism,Nationalism,This civic concept of nationalism is 
nationalism,Nationalism,Liberal nationalism is kind of non-xenophobic 
nationalism,Nationalism,Civic nationalism is correlated with long-established 
nationalism,Nationalism,"She states:

Justifications of nationalism seem to "
nationalism,Nationalism,"For them, nationalism is more than "
nationalism,Nationalism,They argue that nationalism is a 
nationalism,Nationalism,In countries where strong nativist nationalism 
nationalism,Nationalism,This nationalism is common in the 
nationalism,Nationalism,Whereas nationalism in and of itself 
nationalism,Nationalism,Other examples of left-wing nationalism include 
nationalism,Nationalism,A criterion of a territorial nationalism 
nationalism,Nationalism,Whereas risorgimento nationalism applies to a 
nationalism,Nationalism,The term Integral Nationalism often overlaps 
nationalism,Nationalism,Integral nationalism arises in countries where 
nationalism,Nationalism,Pan-nationalism is unique in that it 
nationalism,Nationalism,"Pan-nationalism focuses more on ""clusters"" of "
nationalism,Nationalism,Pan-Slavism is one example of 
nationalism,Nationalism,This form of nationalism took many 
nationalism,Nationalism,Racial nationalism seeks to preserve a 
nationalism,Nationalism,Specific examples are black nationalism and 
nationalism,Nationalism,The gendering of nationalism through socially 
nationalism,Nationalism,Muscular nationalism conceptualises a nation's identity 
nationalism,Nationalism,If definitions of nationalism and gender 
nationalism,Nationalism,Muscular nationalism is often inseparable from 
nationalism,Nationalism,"More abstractly, nationalism is ""power-hunger tempered "
nationalism,Nationalism,"He argued that nationalism suppresses minorities, "
nationalism,Nationalism,British pacifist Bertrand Russell criticizes nationalism 
nationalism,Nationalism,"Albert Einstein stated that ""Nationalism is "
nationalism,Nationalism,Banal 
nationalism,Nationalism,The Historical Evolution of Modern Nationalism 
nationalism,Nationalism,"Nations and Nationalism Since 1780: Programme, "
nationalism,Nationalism,"Globalism, Nationalism, Tribalism: Bringing Theory Back "
nationalism,Nationalism,The idea of nationalism: A study 
nationalism,Nationalism,Encyclopedia of 
nationalism,Nationalism,Encyclopedia of 
nationalism,Nationalism,Encyclopedia of 
nationalism,Nationalism,"""The Nationalism "
nationalism,Nationalism,Nationalism : selected 
nationalism,Anarchism_and_nationalism,Anarchism and nationalism both emerged in Europe following 
nationalism,Corporate_nationalism,Corporate nationalism is a phrase that is 
nationalism,Corporate_nationalism,Sport and Corporate 
nationalism,Cultural_nationalism,Cultural nationalism is a form of nationalism 
nationalism,Cultural_nationalism,"""Cultural nationalism"" does not tend to manifest "
nationalism,White_nationalism,White nationalism is a type of nationalism 
nationalism,White_nationalism,White nationalism is sometimes described as a 
nationalism,White_nationalism,"Critics argue that the term ""white nationalism"" "
nationalism,White_nationalism,Other critics have described white nationalism as 
nationalism,White_nationalism,Contemporary Voices of White Nationalism in 
nationalism,Racial_nationalism,An extreme version is racial 
nationalism,Revolutionary_nationalism,"Revolutionary nationalism, also known as radical nationalism, "
nationalism,Revolutionary_nationalism,Revolutionary nationalism is sometimes identified with proletarian 
nationalism,Revolutionary_nationalism,Mussolini's concept of revolutionary nationalism often alluded 
nationalism,Queer_nationalism,Queer nationalism is a phenomenon related both 
nationalism,Queer_nationalism,Walker classifies queer nationalism as one of 
nationalism,Black_nationalism,Black nationalism is a type of political 
nationalism,Black_nationalism,"During the 1960s, black nationalism influenced the "
nationalism,Black_nationalism,This form of black nationalism later became 
nationalism,Black_nationalism,"However, he still supported black nationalism and "
nationalism,Black_nationalism,"Under his theory, black nationalism in the "
nationalism,Black_nationalism,"Black nationalism is the opposite of integration, "
nationalism,Black_nationalism,Classical Black Nationalism: From the American Revolution 
nationalism,Black_nationalism,Black Nationalism in the United States: From 
nationalism,Black_nationalism,Modern Black Nationalism: From Marcus Garvey to 
nationalism,Musical_nationalism,Musical nationalism refers to the use of 
nationalism,Musical_nationalism,Examples of musical nationalism abound in the 
nationalism,Musical_nationalism,"Vaughan Williams helped define musical nationalism, writing "
nationalism,Musical_nationalism,"""Edward MacDowell: Musical Nationalism and an American "
nationalism,Musical_nationalism,"""Musical Nationalism in Ireland in the Twentieth "
nationalism,Musical_nationalism,Juan Bautista Plaza and Musical Nationalism in 
nationalism,Musical_nationalism,': Tejanos and Ethno/Regional Musical 
nationalism,Musical_nationalism,"""Moniuszko and Musical "
nationalism,Musical_nationalism,"""Race, Class, and Musical Nationalism in "
nationalism,Types_of_nationalism,"Arguably, all types of nationalism merely refer to "
nationalism,Left-wing_nationalism,"Left-wing nationalism or leftist nationalism, also known "
nationalism,Left-wing_nationalism,Left-wing nationalism can also include anti-imperialism and 
nationalism,Left-wing_nationalism,"As a result, Taiwan's left-wing nationalism takes "
nationalism,Left-wing_nationalism,France's centralist left-wing nationalism was at times 
nationalism,Left-wing_nationalism,"As such, left-wing nationalism with a republican, "
nationalism,Bourgeois_nationalism,"In Marxism, bourgeois nationalism is the practice "
nationalism,Civic_nationalism,"Civic nationalism, also known as liberal nationalism, "
nationalism,Civic_nationalism,Civic nationalism is frequently contrasted with ethnic 
nationalism,Economic_nationalism,"Economic nationalism, also called economic patriotism and "
nationalism,Business_nationalism,Business nationalism is an economic nationalist ideology 
nationalism,Business_nationalism,Business nationalism carries with it its right-wing 
nationalism,Ethnic_nationalism,"Ethnic nationalism, also known as ethnonationalism, is "
nationalism,Ethnic_nationalism,While some types of ethnic nationalism are 
nationalism,Ethnic_nationalism,"In scholarly literature, ethnic nationalism is usually "
nationalism,Ethnic_nationalism,Ethnic nationalism bases membership of the nation 
nationalism,Ethnic_nationalism,"Ethnic nationalism is, therefore, seen as exclusive, "
nationalism,Expansionist_nationalism,"Expansionist nationalism, is an aggressive radical form "
nationalism,Expansionist_nationalism,Expansionist nationalism therefore asserts the state's right 
nationalism,Integral_nationalism,Integral nationalism is a type of nationalism 
nationalism,Integral_nationalism,Royalism is integral nationalism because without a 
nationalism,Integral_nationalism,"In Spain, Maurras and his integral nationalism "
nationalism,Liberal_nationalism,"Civic nationalism, also known as liberal nationalism, "
nationalism,Radical_nationalism,"Revolutionary nationalism, also known as radical nationalism, "
nationalism,Radical_nationalism,"This intellectual synthesis of ""radical nationalism and "
nationalism,Romantic_nationalism,Romantic nationalism is the form of nationalism 
nationalism,Romantic_nationalism,Romantic nationalism arose in reaction to dynastic 
nationalism,Romantic_nationalism,"Romantic nationalism, resulting from this interaction between "
nationalism,Romantic_nationalism,"Under the influence of romantic nationalism, among "
nationalism,Romantic_nationalism,"Romantic nationalism, which had begun as a "
nationalism,Romantic_nationalism,"However, the belief in romantic nationalism would "
nationalism,Romantic_nationalism,"Encyclopedia of Romantic Nationalism in Europe, "
nationalism,Soviet_nationalism,"However, the concept of ""Soviet nationalism"" is "
nationalism,Territorial_nationalism,Territorial nationalism describes a form of nationalism 
nationalism,Territorial_nationalism,According to territorial nationalism every individual must 
nationalism,Territorial_nationalism,A criterion of a territorial nationalism is 
nationalism,Territorial_nationalism,Legal equality is essential for territorial nationalism.Because 
nationalism,Religious_nationalism,Religious nationalism is the relationship of nationalism 
nationalism,Religious_nationalism,"Indeed, religious nationalism may articulate itself as "
nationalism,Religious_nationalism,Distinctive radicalized forms of religious nationalism or 
nationalism,Religious_nationalism,Religious nationalism characterized by communal adherence to 
nationalism,Christian_nationalism,Christian nationalism is Christianity-affiliated religious 
nationalism,Christian_nationalism,Christian nationalism played a role in this 
nationalism,Christian_nationalism,"In the 1980s, Christian nationalism was pursued "
nationalism,Christian_nationalism,Taking America Back for God: Christian Nationalism 
nationalism,Christian_nationalism,Kierkegaard's Critique of Christian 
nationalism,Christian_nationalism,"Sacred Mission, Worldly Ambition: Black Christian Nationalism "
nationalism,Christian_nationalism,Christian Nationalism and the Rise of the 
nationalism,Christian_nationalism,The Cross of War: Christian Nationalism and 
nationalism,Christian_nationalism,Kingdom Coming: The Rise of Christian 
nationalism,Christian_nationalism,This is Christian 
nationalism,Christian_nationalism,Lebanese Christian Nationalism: The Rise and Fall 
nationalism,Hindu_nationalism,Hindu nationalism has been collectively referred to 
nationalism,Hindu_nationalism,Defenders of Hindu nationalism have tried to 
nationalism,Sinhalese_Buddhist_nationalism,Sinhalese Buddhist nationalism is a political ideology which 
nationalism,African_nationalism,African nationalism is an umbrella term which 
nationalism,African_nationalism,"Originally, African nationalism was based on demands "
nationalism,African_nationalism,African nationalism first emerged as a mass 
nationalism,African_nationalism,"However, African nationalism was never a single "
nationalism,African_nationalism,African nationalism in the colonial era was 
nationalism,African_nationalism,"""African Nationalism: Concept or "
nationalism,African_nationalism,"""Women and African "
nationalism,African_nationalism,The Politics of African Nationalism: Challenge to 
nationalism,Algerian_nationalism,Algerian nationalism has been shaped by Algerian-French 
nationalism,Ethiopian_nationalism,Ethiopian nationalism (Amharic: ኢትዮጵያዊነት Ītyop'iyawīnet; 
nationalism,Ethiopian_nationalism,Ethiopian nationalism is a type of civic 
nationalism,Nigerian_nationalism,Nigerian nationalism asserts that Nigerians are a 
nationalism,Nigerian_nationalism,"Nigerian nationalism is a territorial nationalism, emphasizing "
nationalism,Nigerian_nationalism,Nigerian nationalism and its movements were geographically 
nationalism,Somali_nationalism,Somali nationalism is centered on the notion 
nationalism,Afrikaner_nationalism,Afrikaner nationalism is a political ideology that 
nationalism,Afrikaner_nationalism,"After apartheid, Afrikaner nationalism has lost most "
nationalism,Argentine_nationalism,Argentine nationalism refers to the nationalism of 
nationalism,Brazilian_nationalism,Brazilian nationalism refers to the nationalism of 
nationalism,Canadian_nationalism,"Canadian nationalism seeks to promote the unity, "
nationalism,Canadian_nationalism,Canadian nationalism has been a significant political 
nationalism,Canadian_nationalism,Canadian nationalism became an important issue during 
nationalism,Canadian_nationalism,"On the other hand, French Canadian nationalism "
nationalism,Canadian_nationalism,Alternatively his French Canadian nationalism and support 
nationalism,Quebec_nationalism,Quebec nationalism or Québécois nationalism asserts that 
nationalism,Quebec_nationalism,Quebec nationalism was first known as French 
nationalism,Quebec_nationalism,Quebec nationalism in the 1960s stemmed from 
nationalism,Quebec_nationalism,People who feel that Quebec nationalism is 
nationalism,Quebec_nationalism,People who feel that Quebec nationalism is 
nationalism,Quebec_nationalism,The cultural character of Quebec nationalism has 
nationalism,Quebec_nationalism,"(1995), Is Quebec Nationalism "
nationalism,Quebec_nationalism,"""The Evolving Parameters of Quebec Nationalism"", in "
nationalism,American_nationalism,"American nationalism, or United States nationalism, is "
nationalism,American_nationalism,The spirit of American nationalism had returned 
nationalism,Arab_nationalism,Arab nationalism is a nationalist ideology that 
nationalism,Arab_nationalism,"Arab nationalism is the ""sum total"" of "
nationalism,Arab_nationalism,"Abduh influenced modern Arab nationalism in particular, "
nationalism,Arab_nationalism,Arab Nationalism – A History: Nation and 
nationalism,Arab_nationalism,The Origins of Arab 
nationalism,Arab_nationalism,"""Arab "
nationalism,Arab_nationalism,"""Arab "
nationalism,Arab_nationalism,"""Arab Nationalism: Mistaken Identity"" by Martin Kramer, "
nationalism,Arab_nationalism,"""Requiem for Arab Nationalism"" by Adeed Dawisha, "
nationalism,Arab_nationalism,"""The Rise of Arab Nationalism in the "
nationalism,Lebanese_nationalism,Lebanese nationalism is a nationalistic ideology that 
nationalism,Lebanese_nationalism,The Lebanese nationalism goes even further and 
nationalism,Palestinian_nationalism,Palestinian nationalism is the national movement of 
nationalism,Palestinian_nationalism,Palestinian nationalism has been compared to other 
nationalism,Assyrian_nationalism,Assyrian nationalism is a movement of the 
nationalism,Azerbaijani_nationalism,"Azerbaijani nationalism, also referred to as Azerbaijanism, "
nationalism,Azerbaijani_nationalism,"""A key advocate of Azerbaijani nationalism is "
nationalism,Khmer_nationalism,Khmer nationalism or  Cambodian nationalism is 
nationalism,Chinese_nationalism,Chinese nationalism is a form of nationalism 
nationalism,Chinese_nationalism,Chinese nationalism emerged in the late Qing 
nationalism,Chinese_nationalism,"Using Chinese nationalism, the Chinese Communist Party "
nationalism,Chinese_nationalism,Chinese nationalism as it emerged in the 
nationalism,Chinese_nationalism,Chinese nationalism was rooted in the long 
nationalism,Chinese_nationalism,The origin of modern Chinese nationalism can 
nationalism,Chinese_nationalism,Chinese nationalism in the early twentieth century 
nationalism,Chinese_nationalism,"On the other hand, Chinese nationalism in "
nationalism,Chinese_nationalism,While the definition of Chinese nationalism differed 
nationalism,Chinese_nationalism,General Bai preached Chinese nationalism and 
nationalism,Chinese_nationalism,"Despite this, the relationship between Chinese nationalism "
